TransactionID,mean_,sum_,cnt_
3140973,0.0,0,2
3139209,0.0,0,2
3139985,0.0,0,7
3141201,0.0,0,2
3141317,0.0,0,30
3141706,0.0,0,5
3141736,0.0,0,5
3138718,0.0,0,1
3139633,0.0,0,12
3140398,0.0,0,5
3140778,0.0,0,0
3140913,0.0,0,26
3141039,0.0,0,0
3141528,0.0,0,2
3141590,0.0,0,1
3138616,0.03333333333333333,1,30
3138627,0.0,0,4
3138778,0.0,0,0
3138785,0.0,0,2
3139146,0.0,0,5
3139386,0.0,0,10
3139736,0.0,0,0
3139876,0.0,0,1
3140505,0.0,0,1
3140641,0.0,0,0
3140668,0.0,0,0
3140940,0.0,0,3
3141199,0.0,0,6
3141682,0.0,0,6
3141698,0.0,0,6
3141997,0.0,0,1
3142040,0.0,0,1
3142405,0.0,0,4
3142453,0.0,0,1
3142489,0.0,0,4
3142921,0.0,0,0
3144356,0.0,0,8
3144374,0.043478260869565216,1,23
3141833,0.0,0,19
3141866,0.0,0,2
3142483,0.0,0,1
3144206,0.0,0,2
3144385,0.0,0,5
3142237,0.0,0,1
3143832,0.0,0,9
3142231,0.0,0,1
3142269,0.0,0,1
3142812,0.0,0,9
3143906,0.0,0,19
3144255,0.0,0,0
3144387,0.0,0,0
3144402,0.0,0,0
3141788,0.0,0,2
3144027,0.0,0,1
3142304,0.0,0,24
3142892,0.0,0,8
3143241,0.0,0,3
3143472,0.0,0,3
3143486,0.0,0,1
3143940,0.0,0,17
3144965,0.0,0,1
3145281,0.0,0,3
3146134,0.0,0,4
3145287,0.0,0,0
3145298,0.0,0,0
3145316,0.0,0,0
3145574,0.0,0,2
3145581,0.0,0,2
3145733,0.0,0,26
3146320,0.0,0,8
3146739,0.0,0,18
3145248,0.0,0,9
3146148,0.14285714285714285,3,21
3146152,0.14285714285714285,3,21
3145033,0.0,0,4
3145599,0.0,0,6
3145647,0.0,0,2
3145011,0.014492753623188406,1,69
3145182,0.0,0,1
3145221,0.0,0,1
3145258,0.0,0,1
3145283,0.0,0,1
3146339,0.010869565217391304,1,92
3145284,0.0,0,1
3145289,0.0,0,1
3145404,0.09090909090909091,1,11
3145410,0.09090909090909091,1,11
3145424,0.09090909090909091,1,11
3145617,0.0,0,3
3146036,0.0,0,3
3146234,0.0,0,23
3146254,0.0,0,23
3147045,0.0,0,30
3145674,0.0,0,1
3145701,0.0,0,11
3146089,0.0,0,12
3147672,0.0,0,1
3147683,0.0,0,1
3147692,0.0,0,1
3148207,0.0,0,21
3148436,0.0,0,10
3149240,0.0,0,15
3149518,0.0,0,1
3149843,0.0,0,1
3150284,0.0,0,4
3149560,0.0,0,0
3147492,0.0,0,45
3147691,0.0,0,5
3149958,0.0,0,2
3150007,0.0,0,2
3147581,0.03333333333333333,1,30
3147718,0.0,0,67
3148140,0.0,0,10
3148173,0.0,0,0
3148205,0.0,0,0
3148229,0.0,0,0
3148376,0.0,0,0
3148551,0.0,0,0
3148776,0.0,0,1
3149151,0.0,0,1
3149421,0.0,0,1
3149454,0.0,0,3
3149472,0.0,0,0
3149511,0.0,0,0
3148064,0.0,0,1
3148468,0.0,0,2
3148870,0.0,0,2
3149844,0.0,0,0
3149859,0.0,0,0
3147784,0.0,0,0
3148197,0.0,0,0
3148577,0.0,0,1
3149287,0.0,0,0
3150558,0.0,0,1
3151338,0.0,0,15
3151526,0.0,0,0
3152501,0.0,0,36
3150625,0.0,0,5
3151196,0.0,0,2
3151485,0.0,0,1
3151627,0.0,0,16
3151630,0.0,0,4
3151728,0.11842105263157894,9,76
3151865,0.11842105263157894,9,76
3151992,0.11842105263157894,9,76
3152001,0.0,0,7
3152360,0.0,0,1
3151375,0.0,0,1
3151980,0.0,0,1
3152398,0.0,0,1
3152958,0.0,0,2
3151074,0.0,0,6
3151156,0.0,0,52
3152904,0.0,0,18
3152936,0.0,0,18
3150470,0.0,0,10
3151673,0.0,0,2
3152535,0.0,0,1
3152599,0.0,0,3
3153003,0.0,0,1
3151632,0.0,0,1
3151769,0.0,0,2
3152424,0.0,0,60
3152574,0.0,0,2
3150383,0.0,0,1
3150393,0.0,0,1
3150781,0.0,0,2
3150930,0.0,0,26
3153216,0.0,0,5
3153218,0.0,0,0
3150736,0.0,0,1
3150982,0.0,0,1
3151158,0.0,0,1
3152866,0.0,0,1
3153311,0.0,0,1
3154346,0.0,0,1
3154862,0.0,0,0
3154990,0.0,0,27
3153423,0.0,0,0
3153495,0.07142857142857142,1,14
3154603,0.0,0,8
3155244,0.0,0,12
3155759,0.0,0,2
3155785,0.0,0,14
3153322,0.0,0,23
3153393,0.0,0,1
3153510,0.0,0,7
3154137,0.0,0,7
3154817,0.0,0,0
3155002,0.0,0,0
3155016,0.0,0,1
3155659,0.0,0,0
3156191,0.0,0,0
3154809,0.0,0,9
3155250,0.0,0,2
3155600,0.0,0,0
3153810,0.0,0,6
3154003,0.0,0,5
3154073,0.0,0,1
3155298,0.0,0,0
3155581,0.0,0,4
3154123,0.0,0,1
3154124,0.0,0,1
3154545,0.0,0,19
3154842,0.0,0,0
3156163,0.0,0,1
3154117,0.0,0,1
3154195,0.0,0,15
3154783,0.0,0,1
3155240,0.0,0,13
3156072,0.0,0,1
3153680,0.0,0,1
3154566,0.010869565217391304,1,92
3154668,0.010869565217391304,1,92
3154674,0.010869565217391304,1,92
3154686,0.010869565217391304,1,92
3154694,0.010869565217391304,1,92
3156005,0.0,0,1
3153847,0.0,0,3
3154463,0.0,0,5
3154487,0.0,0,0
3154533,0.0,0,2
3155184,0.0,0,1
3155809,0.0,0,2
3157412,0.0,0,3
3157523,0.0,0,3
3157768,0.0,0,13
3158577,0.0,0,0
3158880,0.0,0,4
3158900,0.06818181818181818,3,44
3156918,0.0,0,2
3158148,0.0,0,5
3158231,0.0,0,5
3157658,0.0,0,3
3157738,0.0,0,3
3156473,0.0,0,6
3156588,0.0,0,10
3156971,0.0,0,4
3157945,0.0,0,10
3158538,0.0,0,1
3156448,0.0,0,3
3156913,0.0,0,7
3157132,0.0,0,1
3157316,0.0,0,11
3158454,0.0,0,0
3158459,0.0,0,0
3159091,0.0,0,1
3156250,0.0,0,26
3156577,0.0,0,1
3157170,0.0,0,1
3157376,0.043478260869565216,1,23
3157652,0.0,0,7
3158137,0.0,0,2
3158287,0.0,0,0
3157075,0.0,0,1
3157310,0.038461538461538464,1,26
3158512,0.0,0,1
3158754,0.0,0,35
3158760,0.041666666666666664,1,24
3156725,0.2,1,5
3157060,0.0,0,19
3157477,0.0,0,4
3159381,0.0,0,4
3160212,0.0,0,13
3160731,0.0,0,3
3161156,0.0,0,12
3162032,0.0,0,1
3159475,0.0,0,8
3159510,0.0,0,8
3160221,0.0,0,2
3160335,0.0,0,1
3160465,0.0,0,2
3161030,0.0,0,7
3161033,0.0,0,7
3161365,0.0,0,3
3159838,0.0,0,5
3159887,0.0,0,5
3160925,0.0,0,1
3161684,0.0,0,1
3161994,0.0,0,0
3159269,0.0,0,18
3159647,0.0,0,1
3159744,0.0,0,1
3159802,0.0,0,1
3160703,0.17647058823529413,6,34
3160836,0.0,0,6
3160975,0.0,0,9
3162603,0.0,0,1
3159776,0.0,0,1
3160057,0.0,0,4
3160074,0.0,0,3
3160076,0.0,0,3
3160461,0.0,0,10
3160489,0.0,0,23
3160901,0.0,0,1
3161550,0.0,0,1
3161586,0.0,0,2
3161714,0.0,0,1
3159131,0.0,0,1
3159785,0.0,0,2
3159913,0.0,0,3
3159962,0.0,0,1
3160620,0.0,0,1
3161174,0.0,0,3
3161265,0.0,0,1
3161321,0.0,0,2
3161377,0.0,0,4
3161401,0.0,0,4
3159423,0.0,0,9
3159430,0.0,0,9
3159434,0.0,0,9
3159479,0.030303030303030304,1,33
3159925,0.0,0,2
3160064,0.0,0,20
3160733,0.0,0,1
3161210,0.0,0,14
3159181,0.0,0,1
3159185,0.0,0,1
3159346,0.0,0,1
3159415,0.0,0,1
3159812,0.0196078431372549,1,51
3160986,0.0,0,3
3161632,0.0,0,2
3161655,0.0,0,2
3161696,0.0,0,0
3162125,0.0,0,13
3162143,0.0,0,13
3161284,0.0,0,18
3162673,0.0,0,4
3159339,0.0,0,2
3159531,0.0,0,8
3159702,0.0,0,3
3160079,0.0,0,4
3162452,0.0,0,1
3159476,0.0,0,0
3159490,0.0,0,0
3160377,0.0,0,1
3160965,0.0,0,0
3160993,0.0,0,28
3161838,0.0,0,1
3162094,0.0,0,0
3162109,0.0,0,8
3162230,0.0,0,1
3162231,0.0,0,0
3162251,0.0,0,1
3163725,0.0,0,5
3163775,0.0,0,1
3163786,0.0,0,1
3163857,0.0,0,1
3163868,0.0,0,1
3163909,0.0379746835443038,3,79
3163921,0.0,0,12
3164104,0.0,0,1
3164159,0.36363636363636365,4,11
3164551,0.0,0,2
3165123,0.06666666666666667,4,60
3162999,0.0,0,2
3163071,0.0,0,2
3163140,0.0,0,2
3164608,0.0,0,1
3164645,0.08,2,25
3164006,0.0,0,3
3164457,0.0,0,10
3164533,0.06818181818181818,3,44
3163347,0.0,0,1
3165220,0.14285714285714285,1,7
3163673,0.0,0,3
3164132,0.07142857142857142,1,14
3163149,0.0,0,2
3163361,0.0,0,7
3164304,0.0,0,6
3164366,0.0,0,1
3164832,0.0,0,1
3163062,0.0,0,39
3163429,0.0,0,3
3163431,0.0,0,3
3163661,0.0,0,6
3163799,0.0,0,1
3164700,0.0,0,2
3164716,0.0,0,2
3164830,0.0,0,3
3164862,0.0,0,6
3162840,0.030303030303030304,1,33
3162887,0.0,0,1
3163667,0.0,0,2
3163875,0.0,0,0
3164493,0.0,0,52
3165125,0.0,0,0
3162762,0.0,0,1
3164087,0.0,0,5
3164950,0.0,0,27
3165006,0.0,0,27
3165440,0.0,0,0
3165457,0.0,0,0
3162843,0.0,0,4
3163156,0.0,0,1
3163700,0.0,0,1
3163815,0.0,0,3
3163858,0.1875,3,16
3165072,0.0,0,10
3165330,0.0,0,2
3163119,0.0,0,5
3163634,0.0,0,8
3164333,0.0,0,6
3165161,0.0,0,2
3165288,0.0,0,3
3165074,0.0,0,4
3163224,0.0,0,1
3163246,0.0,0,1
3163601,0.0,0,1
3163609,0.0,0,1
3164129,0.0,0,9
3164420,0.0,0,5
3164664,0.0,0,17
3164782,0.0,0,2
3164906,0.0,0,0
3164921,0.0,0,0
3164951,0.0,0,1
3165252,0.0,0,1
3165744,0.0,0,0
3166012,0.0,0,33
3165789,0.0,0,3
3165930,0.0,0,1
3165948,0.0,0,1
3165950,0.0,0,1
3167333,0.0,0,0
3167594,0.01818181818181818,1,55
3167632,0.01818181818181818,1,55
3165654,0.0625,1,16
3166172,0.0,0,4
3166296,0.0,0,0
3166418,0.0,0,1
3166885,0.0,0,4
3166936,0.0,0,2
3165677,0.0,0,4
3166916,0.0,0,1
3167588,0.0,0,7
3166086,0.0,0,4
3166122,0.0,0,1
3166134,0.0,0,1
3166166,0.0,0,1
3166393,0.0,0,1
3166527,0.14285714285714285,1,7
3166872,0.0,0,1
3167290,0.0,0,2
3167366,0.0,0,2
3167372,0.0,0,1
3167483,0.0,0,18
3165614,0.0,0,1
3166503,0.0,0,3
3167298,0.0,0,12
3167408,0.04878048780487805,2,41
3166761,0.0,0,10
3167295,0.0,0,1
3167657,0.0,0,0
3165741,0.0,0,35
3166306,0.0,0,1
3166370,0.0,0,3
3166510,0.038461538461538464,1,26
3166551,0.0,0,1
3166877,0.0,0,1
3167063,0.0,0,1
3167530,0.0,0,1
3166929,0.0,0,0
3167402,0.0,0,60
3167487,0.010869565217391304,1,92
3167547,0.0,0,0
3166274,0.0,0,0
3166298,0.0,0,12
3166785,0.0,0,0
3168213,0.0,0,0
3168773,0.0,0,46
3169209,0.0,0,1
3170177,0.0,0,0
3170295,0.0,0,24
3168047,0.0,0,9
3168050,0.0,0,2
3168339,0.0,0,2
3168662,0.0,0,5
3170184,0.0,0,1
3168115,0.0,0,4
3168888,0.0,0,0
3170242,0.0,0,14
3170427,0.0,0,0
3170585,0.0,0,0
3170595,0.0,0,0
3167984,0.0,0,3
3168997,0.0,0,1
3169030,0.0,0,4
3169443,0.0,0,0
3168076,0.0,0,1
3168741,0.0,0,1
3168798,0.0,0,0
3169268,0.0,0,2
3169819,0.0,0,4
3170589,0.0641025641025641,5,78
3168253,0.0,0,1
3169232,0.0,0,2
3169476,0.0,0,1
3168009,0.0,0,1
3168734,0.0,0,1
3169807,0.0,0,1
3169863,0.0,0,2
3170279,0.0,0,12
3168701,0.0,0,2
3168752,0.0,0,1
3170043,0.0,0,2
3170408,0.047619047619047616,2,42
3167847,0.0,0,10
3168354,0.0,0,0
3168460,0.0,0,0
3168917,0.0,0,25
3169673,0.0,0,3
3169698,0.0,0,1
3170082,0.0,0,2
3170550,0.0,0,1
3168008,0.0,0,1
3168373,0.0,0,7
3168528,0.014084507042253521,1,71
3168563,0.0,0,1
3168568,0.0,0,1
3170535,0.0,0,1
3168234,0.0,0,10
3168704,0.0,0,1
3169052,0.0,0,1
3169290,0.0,0,0
3169976,0.0,0,8
3168061,0.0,0,6
3168190,0.0,0,5
3169134,0.0,0,1
3169143,0.0,0,1
3169493,0.0,0,2
3168005,0.0,0,2
3168499,0.2,6,30
3169619,0.0,0,1
3169959,0.0,0,15
3170668,0.0,0,1
3170849,0.0,0,52
3171549,0.125,1,8
3172815,0.017241379310344827,1,58
3173363,0.08333333333333333,1,12
3170640,0.0,0,6
3170890,0.0,0,2
3171088,0.0,0,1
3172128,0.0,0,14
3172714,0.0,0,4
3172926,0.0,0,5
3173335,0.0,0,1
3171174,0.09090909090909091,1,11
3171394,0.0,0,0
3172291,0.0,0,5
3173112,0.0,0,1
3173480,0.0,0,8
3170783,0.0,0,1
3171421,0.0,0,1
3171565,0.0,0,0
3171574,0.0,0,0
3171579,0.0,0,16
3171580,0.0,0,16
3171612,0.0,0,0
3172809,0.0,0,2
3170806,0.0,0,2
3171064,0.0,0,4
3171557,0.0,0,0
3171747,0.0,0,6
3171842,0.0,0,1
3172830,0.025,1,40
3173471,0.0,0,13
3170874,0.0,0,1
3171235,0.0,0,27
3171442,0.0,0,2
3171643,0.25,1,4
3171947,0.0,0,18
3170919,0.0,0,30
3171117,0.0,0,5
3171791,0.0,0,6
3172410,0.0,0,12
3172423,0.0,0,1
3173336,0.0,0,4
3173428,0.0,0,1
3171389,0.0,0,1
3171739,0.0,0,0
3172067,0.0,0,1
3172174,0.0,0,1
3172350,0.0,0,0
3172903,0.0,0,2
3173186,0.0,0,3
3173225,0.0,0,2
3171221,0.0,0,25
3171230,0.0,0,25
3172358,0.0,0,3
3172671,0.0,0,1
3172800,0.0,0,3
3172817,0.0,0,6
3172929,0.0,0,2
3172958,0.06153846153846154,4,65
3173120,0.04081632653061224,2,49
3173338,0.0,0,2
3171164,0.0,0,26
3171176,0.0,0,26
3172393,0.043478260869565216,1,23
3170654,0.0,0,1
3171003,0.0196078431372549,1,51
3172005,0.0,0,0
3172034,0.0,0,1
3172720,0.0,0,1
3170835,0.0,0,0
3171377,0.0,0,1
3171378,0.0,0,1
3171874,0.0,0,4
3172822,0.0,0,1
3172949,0.0,0,1
3173299,0.0,0,2
3171272,0.0,0,13
3171403,0.0,0,0
3171405,0.0,0,2
3171407,0.014492753623188406,1,69
3173235,0.0,0,0
3173549,0.0,0,9
3171401,0.0,0,0
3171426,0.0,0,0
3171429,0.0,0,0
3173337,0.0,0,5
3173805,0.2,1,5
3173817,0.2,1,5
3176633,0.0,0,2
3175250,1.0,1,1
3175490,0.125,1,8
3175520,0.125,1,8
3175540,0.0,0,35
3174107,0.0,0,0
3174985,0.0,0,41
3175195,0.0,0,1
3175714,0.0,0,10
3175742,0.0,0,2
3176064,0.0,0,9
3174203,0.09090909090909091,1,11
3176146,0.0,0,3
3176325,0.0,0,0
3173603,0.0379746835443038,3,79
3173751,0.0,0,2
3173846,0.0,0,2
3173904,0.0,0,2
3174162,0.0,0,2
3175302,0.0,0,1
3176282,0.0,0,1
3176311,0.0,0,0
3176614,0.0,0,1
3174034,0.0,0,2
3175106,0.0,0,1
3175416,0.0,0,4
3175573,0.05970149253731343,4,67
3175717,0.0,0,1
3176036,0.0,0,6
3174705,0.0,0,0
3176264,0.0,0,1
3173891,0.0,0,0
3174295,0.0,0,5
3176189,0.0,0,2
3176240,0.0,0,1
3173841,0.0,0,1
3174114,0.0,0,6
3174869,1.0,1,1
3175064,0.0,0,0
3175099,0.0,0,0
3175101,0.0,0,0
3175120,0.0,0,0
3175138,0.0,0,0
3175139,0.0,0,0
3175315,0.0,0,1
3175334,0.0,0,1
3175457,0.17647058823529413,6,34
3174880,0.0,0,1
3175088,0.0,0,4
3175337,0.0,0,2
3175530,0.0,0,1
3176267,0.0,0,0
3173602,0.0,0,0
3173628,0.0,0,0
3173630,0.0,0,2
3173727,0.0,0,7
3173949,0.0,0,18
3174866,0.0,0,1
3175692,0.0,0,1
3175798,0.0,0,2
3173899,0.0,0,1
3174325,0.0,0,0
3174476,0.0,0,1
3174638,0.0,0,5
3175059,0.0,0,2
3175223,0.0,0,7
3175321,0.0,0,0
3175333,0.0,0,0
3175417,0.0,0,0
3175567,0.0,0,18
3174826,0.0,0,0
3175525,0.0,0,2
3175770,0.0,0,1
3173754,0.0,0,1
3173818,0.0,0,1
3176603,0.0,0,1
3173977,0.0,0,1
3174409,0.0,0,3
3175327,0.0,0,1
3176823,0.0,0,63
3177210,0.0,0,1
3178041,0.0,0,2
3178923,0.0,0,1
3177051,0.0,0,12
3177497,0.0,0,3
3178365,0.0,0,5
3178545,0.0,0,5
3177079,0.0,0,1
3177081,0.0,0,1
3177252,0.0,0,30
3179053,0.017241379310344827,1,58
3178217,0.0,0,1
3178707,0.029411764705882353,1,34
3178724,0.029411764705882353,1,34
3179004,0.0,0,1
3179013,0.0,0,1
3179291,0.0,0,4
3177353,0.0,0,2
3177718,0.0,0,1
3177724,0.0,0,1
3178454,0.0,0,1
3179463,0.0,0,1
3176948,0.0,0,4
3177495,0.0,0,4
3179169,0.0,0,2
3179673,0.0,0,0
3179687,0.0,0,0
3176939,0.0,0,7
3179145,0.0,0,16
3179162,0.0,0,16
3176710,0.0,0,1
3176726,0.0,0,27
3177024,0.0,0,9
3177470,0.0,0,8
3178458,0.06818181818181818,3,44
3177842,0.0,0,1
3179040,0.0,0,1
3179048,0.0,0,1
3179100,0.0,0,1
3179347,0.0,0,1
3177176,0.0,0,2
3177698,0.0,0,4
3177850,0.0851063829787234,4,47
3178902,0.0,0,0
3178920,0.0,0,0
3179611,0.0,0,0
3177555,0.0,0,0
3177895,0.0,0,0
3178509,0.0,0,6
3177268,0.0,0,1
3177561,0.0,0,1
3177582,0.0,0,1
3178056,0.0,0,3
3178543,0.0,0,1
3178913,0.0,0,3
3179433,0.0,0,1
3176970,0.0,0,52
3176979,0.0,0,18
3177259,0.0,0,1
3177290,0.0,0,0
3177609,0.0,0,1
3177800,0.0,0,1
3178188,0.0,0,0
3178411,0.0,0,0
3178655,0.043478260869565216,1,23
3179215,0.0,0,4
3179380,0.0,0,3
3177378,0.0,0,10
3177537,0.0,0,3
3178888,0.0,0,27
3179467,0.0,0,1
3178775,0.0,0,13
3179102,0.0,0,3
3179226,0.0,0,2
3177350,0.0,0,22
3177337,0.0,0,0
3179505,0.0,0,2
3179937,0.03125,1,32
3180052,0.0,0,5
3180590,0.0,0,2
3180711,0.0,0,32
3180736,0.0,0,32
3180918,0.0,0,32
3180933,0.0,0,32
3182043,0.0,0,2
3182062,0.0,0,15
3182362,0.0,0,1
3182936,0.0,0,1
3179797,0.2,1,5
3180221,0.0,0,0
3182317,0.0,0,6
3182458,0.011363636363636364,1,88
3182831,0.0,0,1
3181335,0.0,0,0
3181349,0.0,0,0
3182513,0.0,0,1
3182521,0.0,0,1
3182551,0.0,0,5
3181838,0.0,0,35
3181887,0.010309278350515464,1,97
3182071,0.0,0,0
3180823,0.18181818181818182,2,11
3181650,0.0,0,4
3181686,0.0,0,9
3181843,0.0,0,2
3182212,0.0,0,1
3182250,0.0,0,62
3182403,0.12244897959183673,6,49
3183017,0.0,0,1
3179834,0.0,0,0
3179960,0.0,0,0
3180429,0.0,0,12
3180439,0.0,0,2
3181856,0.0,0,32
3182339,0.0,0,0
3182352,0.0,0,0
3182365,0.0,0,0
3182459,0.0,0,0
3180971,0.7857142857142857,11,14
3181112,0.0,0,14
3180774,0.0,0,4
3180791,0.0,0,4
3181370,0.0,0,2
3181561,0.0,0,2
3180750,0.0,0,3
3179815,0.0,0,0
3180458,0.0,0,2
3180730,0.0,0,1
3180862,0.0,0,6
3181436,0.0,0,5
3181483,0.0,0,5
3181497,0.0,0,5
3181655,0.0,0,1
3181678,0.0,0,1
3181698,0.0,0,1
3182069,0.0,0,5
3182602,0.0,0,1
3182718,0.0,0,3
3179761,0.04878048780487805,2,41
3180028,0.0,0,1
3181087,0.0,0,1
3180522,0.0,0,3
3180524,0.0,0,3
3180635,0.0,0,4
3180734,0.0,0,1
3181443,0.0,0,1
3181914,0.0,0,1
3182442,0.0,0,5
3182572,0.26666666666666666,4,15
3182693,0.0,0,13
3182857,0.0,0,1
3182971,0.0,0,7
3180181,0.0,0,1
3180499,0.0,0,3
3180532,0.0,0,3
3180765,0.0,0,39
3181234,0.0,0,1
3181373,0.0,0,1
3181471,0.0,0,4
3181778,0.0,0,0
3182644,0.0,0,4
3182662,0.0,0,4
3181869,0.0,0,2
3179854,0.0,0,3
3180087,0.0,0,5
3180321,0.0,0,0
3181598,0.5833333333333334,7,12
3181723,0.0,0,0
3182782,0.0,0,2
3182932,0.0,0,5
3181162,0.0,0,1
3181675,0.0,0,6
3182845,0.0625,1,16
3182997,0.0,0,0
3180497,0.0,0,30
3180518,0.0,0,30
3181053,0.0,0,1
3182475,0.0,0,0
3179922,0.0,0,5
3181427,0.0,0,0
3183214,0.0,0,1
3183318,0.0,0,1
3184283,0.0,0,0
3184314,0.0,0,2
3184571,0.0,0,12
3185038,0.058823529411764705,1,17
3185045,0.058823529411764705,1,17
3185218,0.0,0,7
3183189,0.0,0,1
3184534,0.0,0,1
3184591,0.0,0,0
3184913,0.0,0,2
3185320,0.0,0,32
3185721,0.0,0,10
3183113,0.2,1,5
3183309,0.011363636363636364,1,88
3183440,0.04145077720207254,8,193
3184624,0.0,0,1
3184774,0.0,0,1
3184946,0.0,0,1
3185248,0.0,0,1
3183050,0.0,0,52
3183163,0.0,0,1
3183615,0.0,0,16
3183905,0.0,0,25
3183918,0.0,0,4
3184167,0.0,0,78
3185109,0.0,0,1
3185814,0.0,0,1
3183036,0.0,0,1
3183101,0.0,0,5
3183487,0.0,0,1
3183570,0.0,0,2
3184729,0.0,0,0
3185669,0.2222222222222222,2,9
3183069,0.0,0,2
3184771,0.0,0,46
3184780,0.0,0,1
3184844,0.18181818181818182,2,11
3184941,0.0,0,1
3185178,0.0,0,1
3185228,0.0,0,62
3183916,0.0,0,1
3185129,0.0,0,0
3185547,0.0,0,0
3183095,0.0,0,7
3183504,0.0,0,1
3183535,0.0,0,1
3183553,0.0,0,1
3183555,0.0,0,1
3184069,0.16666666666666666,1,6
3184471,0.0,0,2
3183154,0.0,0,5
3183256,0.0,0,1
3183846,0.0,0,9
3183851,0.0,0,9
3184549,0.0,0,10
3184553,0.0,0,10
3184678,0.0,0,12
3184944,0.0,0,1
3184965,0.0,0,1
3183191,0.0,0,0
3185067,0.0,0,5
3185083,0.0,0,5
3185272,0.0,0,25
3183314,0.0,0,1
3183879,0.0,0,5
3183987,0.14285714285714285,1,7
3185581,0.0,0,1
3185747,0.0,0,4
3183108,0.0,0,0
3183205,0.0,0,0
3184570,0.0,0,5
3184730,0.0,0,1
3185183,0.0,0,12
3185392,0.0,0,1
3184251,0.0,0,2
3184331,0.0,0,6
3184827,0.0,0,7
3184973,0.0,0,1
3185247,0.0,0,7
3185544,0.0,0,10
3185815,0.0,0,1
3184371,0.0,0,3
3185607,0.0,0,3
3185737,0.0,0,4
3183655,0.0,0,0
3183686,0.0,0,3
3185539,0.043478260869565216,1,23
3185617,0.043478260869565216,1,23
3183400,0.0196078431372549,1,51
3185353,0.0,0,0
3183159,0.0,0,3
3183836,0.0,0,1
3184318,0.0,0,6
3184640,0.0,0,0
3184202,0.0,0,1
3184207,0.0,0,1
3184438,0.0,0,0
3184605,0.0,0,23
3185072,0.0,0,29
3185259,0.0,0,23
3185270,0.0,0,2
3183031,0.0,0,1
3183457,0.0,0,0
3183598,0.0,0,1
3185182,0.0,0,1
3186940,0.0,0,0
3187531,0.0,0,1
3188093,0.06329113924050633,5,79
3186237,0.061224489795918366,3,49
3186495,0.0,0,21
3186538,0.0,0,5
3186591,0.0,0,0
3187513,0.0,0,5
3185925,0.0,0,1
3186745,0.0,0,6
3186929,0.0,0,32
3186934,0.0,0,0
3186231,0.0,0,0
3187420,0.0,0,9
3187920,0.0,0,72
3186091,0.0,0,8
3186856,0.0,0,8
3187474,0.0,0,32
3188126,0.09090909090909091,6,66
3186265,0.0,0,1
3186453,0.0,0,2
3187618,0.0,0,35
3187883,0.0,0,26
3187457,0.0,0,1
3188064,0.0,0,0
3188108,0.0,0,0
3186182,0.0,0,2
3188120,0.0,0,4
3186354,0.0,0,1
3186365,0.0,0,1
3187719,0.0,0,0
3188110,0.0,0,2
3185865,0.0,0,24
3187972,0.0,0,24
3187977,0.0,0,1
3186204,0.0,0,1
3186214,0.0,0,1
